1,5322389,24
2,5301977,15
3,5301977,100
4,4580381,0
5,5301977,21
6,5301977,9
7,5301977,9
8,5301977,6
9,5301977,27
10,5301977,32
11,4580381,0
12,5301977,6
13,4580381,0
14,5301977,36
15,5301977,15
16,5301977,27
17,4580381,0
18,5301977,24
19,5301977,2000
20,5301977,6
21,5301977,18
22,4580381,0
23,4580381,0
24,5301977,54
25,5301977,9
26,5301977,625
27,5301977,264
28,4580381,0
29,5301977,12
30,5301977,30
31,4580381,0
32,5301977,60
33,5301977,9
34,5301977,9
35,4580381,0
36,4580381,0
37,5301977,12
38,4580381,0
39,5301977,57
40,5301977,24
41,5301977,15
42,4580381,0
43,5301977,9
44,5301977,48
45,5301977,40
46,5301977,39
47,5301977,131
48,4580381,0
49,5301977,107
50,4580381,0
51,4580381,0
52,5301977,49
53,5301977,84
54,4580381,0
55,4580381,0
56,5301977,21
57,5301977,24
58,5301977,42
59,5301977,9
60,5301977,12
61,4580381,0
62,5301977,18
63,5301977,9000
64,5301977,27
65,5301977,300
66,4580381,0
67,5301977,66
68,5301977,21
69,5301977,36
70,4580381,0
71,4580381,0
72,5301977,36
73,4580381,0
74,4580381,0
75,4580381,0
76,5301977,12
77,5301977,45
78,4580381,0
79,4580381,0
80,4580381,0
81,5301977,150
82,5301977,75
83,5301977,36
84,4580381,0
85,4580381,0
86,4580381,0
87,5301977,30
88,5301977,6
89,5301977,6
90,4580381,0
91,4580381,0
92,4580381,0
93,4580381,0
94,4580381,0
95,5301977,250
96,5301977,84
97,4580381,0
98,4580381,0
99,4580381,0
100,4580381,0
101,5301977,75
102,5301977,36
103,5301977,10300
104,4580381,0
105,5301977,15
106,4580381,0
107,4580381,0
108,4580381,0
109,5301977,80
110,5301977,18
111,5301977,57
112,4580381,0
113,4580381,0
114,5301977,4200
115,5301977,36
116,4580381,0
117,4580381,0
118,5301977,12
119,4580381,0
120,4580381,0
121,5301977,9
122,4580381,0
123,5301977,12
124,5301977,115
125,5301977,6
126,5301977,6
127,5301977,32
128,4580381,0
129,5301977,100
130,5301977,6
131,5301977,9
132,5301977,15
133,5301977,42
134,4580381,0
135,5301977,42
136,5301977,250
137,4580381,0
138,4580381,0
139,5301977,112
140,5301977,1600
141,4580381,0
142,4580381,0
143,5301977,12
144,5301977,3600
145,5301977,2600
146,5301977,118
147,5301977,15
148,4580381,0
149,5301977,60
150,4580381,0
151,4580381,0
152,4580381,0
153,5301977,24
154,5301977,12
155,5301977,2400
156,5301977,240
157,5301977,6
158,5301977,30
159,5301977,15
160,5301977,18
161,5301977,6
162,5301977,88
163,5301977,33
164,5301977,30
165,5301977,9
166,4580381,0
167,5301977,18
168,5301977,9
169,4580381,0
170,5301977,32
171,4580381,0
172,5301977,48
173,5301977,18
174,4580381,0
175,4580381,0
176,5301977,24
177,5301977,75
178,4580381,0
179,5301977,6
180,4580381,0
181,5301977,9
182,5301977,32
183,4580381,0
184,5301977,33
185,5301977,360
186,4580381,0
187,4580381,0
188,4580381,0
189,4580381,0
190,5301977,15
191,5301977,6
192,4580381,0
193,4580381,0
194,4580381,0
195,5301977,48
196,4580381,0
197,4580381,0
198,4580381,0
199,4580381,0
200,5301977,36
201,4580381,0
202,5301977,54
203,4580381,0
204,5301977,9
205,5301977,21
206,4580381,0
207,5301977,48
208,4580381,0
209,4580381,0
210,5301977,24
211,5301977,32
212,5301977,15
213,5301977,30
214,5301977,15
215,4580381,0
216,5301977,6
217,5301977,48
218,5301977,40
219,5301977,6
220,4580381,0
221,4580381,0
222,5301977,100
223,5301977,6
224,5301977,80
225,5301977,309
226,4580381,0
227,5301977,24
228,4580381,0
229,5301977,18
230,5301977,6
231,5301977,2300
232,5301977,107
233,5301977,700
234,5301977,57
235,5301977,9
236,4580381,0
237,5301977,24
238,5301977,172
239,5301977,48
240,4580381,0
241,5301977,36
242,5301977,40
243,5301977,15
244,4580381,0
245,5301977,6
246,5301977,89
247,5301977,12
248,5301977,24
249,5301977,40
250,5301977,36
251,4580381,0
252,4580381,0
253,4580381,0
254,5301977,12
255,4580381,0
256,4580381,0
257,4580381,0
258,5301977,90
259,4580381,0
260,5301977,12
261,5301977,24
262,4580381,0
263,5301977,560
264,5301977,18
265,4580381,0
266,5301977,2000
267,4580381,0
268,4580381,0
269,4580381,0
270,5301977,24
271,5301977,60
272,4580381,0
273,4580381,0
274,5301977,27
275,5301977,6
276,5301977,24
277,5301977,100
278,5301977,6
279,5301977,9
280,5301977,80
281,4580381,0
282,5301977,57
283,5301977,125
284,4580381,0
285,5301977,56
286,4580381,0
287,5301977,360
288,5301977,18
289,4580381,0
290,5301977,15
291,5301977,15
292,5301977,60
293,4580381,0
294,5301977,30
295,5301977,198
296,5301977,24
297,5301977,12
298,5301977,18
299,5301977,1320
300,4580381,0
301,5301977,15
302,5301977,15
303,4580381,0
304,5301977,24
305,5301977,62
306,5301977,24
307,4580381,0
308,5301977,270
309,5301977,36
310,4580381,0
311,5301977,27
312,5301977,600
313,5301977,80
314,5301977,40
315,5301977,24
316,5301977,86
317,5301977,30
318,4580381,0
319,5301977,40
320,4580381,0
321,5301977,150
322,5301977,32
323,4580381,0
324,5301977,14000
325,5301977,15
326,5301977,30
327,5301977,30
328,5301977,48
329,5301977,32
330,4580381,0
331,4580381,0
332,5301977,36
333,4580381,0
334,5301977,48
335,4580381,0
336,5301977,12
337,4580381,0
338,5301977,60
339,5301977,27
340,5301977,6
341,5301977,6
342,5301977,32
343,5301977,108
344,5301977,150
345,4580381,0
346,4580381,0
347,5301977,12
348,5301977,6
349,5301977,180
350,5301977,40
351,5301977,9
352,5301977,6
353,4580381,0
354,5301977,36
355,4580381,0
356,4580381,0
357,4580381,0
358,5301977,30
359,5301977,75
360,5301977,100
361,4580381,0
362,5301977,435
363,5301977,6
364,5301977,18
365,4580381,0
366,4580381,0
367,5301977,48
368,4580381,0
369,4580381,0
370,4580381,0
371,5301977,60
372,4580381,0
373,5301977,143
374,5301977,24
375,4580381,0
376,4580381,0
377,5301977,24
378,4580381,0
379,5301977,6
380,4580381,0
381,4580381,0
382,4580381,0
383,5301977,6
384,5301977,6
385,5301977,360
386,5301977,6
387,5301977,12
388,4580381,0
389,5301977,27
390,5301977,44
391,4580381,0
392,5301977,125
393,5301977,6
394,4580381,0
395,4580381,0
396,4580381,0
397,4580381,0
398,5301977,6
399,5301977,15
400,5301977,48
401,5301977,39
402,5301977,9
403,5301977,72
404,4580381,0
405,4580381,0
406,4580381,0
407,4580381,0
408,5301977,9
409,4580381,0
410,4580381,0
411,5301977,180
412,4580381,0
413,4580381,0
414,4580381,0
415,5301977,9
416,5301977,24
417,4580381,0
418,5301977,1375
419,5301977,24
420,5301977,45
421,5301977,206
422,5301977,80
423,4580381,0
424,4580381,0
425,4580381,0
426,5301977,9
427,4580381,0
428,5301977,6
429,5301977,15
430,5301977,36
431,4580381,0
432,4580381,0
433,5301977,480
434,5301977,24
435,4580381,0
436,5301977,75
437,4580381,0
438,4580381,0
439,5301977,32
440,5301977,6
441,5301977,75
442,5301977,81
443,4580381,0
444,4580381,0
445,4580381,0
446,5301977,36
447,5301977,6
448,4580381,0
449,4580381,0
450,4580381,0
451,4580381,0
452,4580381,0
453,5301977,6
454,4580381,0
455,4580381,0
456,4580381,0
457,5301977,18
458,5301977,24
459,5301977,6
460,5301977,12
461,5301977,24
462,5301977,125
463,5301977,6
464,4580381,0
465,4580381,0
466,5301977,32
467,5301977,100
468,4580381,0
469,5301977,12
470,4580381,0
471,5301977,40
472,5301977,15
473,4580381,0
474,5301977,12
475,4580381,0
476,5301977,15
477,5301977,15
478,5301977,80
479,5301977,9
480,5301977,72
481,5301977,36
482,5301977,24
483,4580381,0
484,4580381,0
485,4580381,0
486,5301977,21
487,5301977,12
488,4580381,0
489,5301977,48
490,5301977,9
491,5301977,24
492,5301977,72
493,4580381,0
494,4580381,0
495,5301977,15
496,4580381,0
497,5301977,32
498,4580381,0
499,5301977,125
500,5301977,30
501,4580381,0
502,5301977,30
503,4580381,0
504,4580381,0
505,5301977,15
506,4580381,0
507,5301977,12
508,4580381,0
509,5301977,15
510,5301977,24
511,4580381,0
512,5301977,252
513,4580381,0
514,4580381,0
515,5301977,60
516,4580381,0
517,4580381,0
518,4580381,0
519,5301977,6
520,5301977,30
521,5301977,6
522,5301977,54
523,5301977,300
524,4580381,0
525,5301977,12
526,5301977,9
527,5301977,80
528,4580381,0
529,5301977,40
530,4580381,0
531,4580381,0
532,4580381,0
533,5301977,240
534,5301977,109
535,5301977,47
536,5301977,2000
537,4580381,0
538,5301977,32
539,5301977,24
540,5301977,21
541,4580381,0
542,4580381,0
543,5301977,18
544,4580381,0
545,5301977,15
546,5301977,32
547,4580381,0
548,5301977,195
549,4580381,0
550,5301977,6
551,5301977,15
552,4580381,0
553,4580381,0
554,5301977,160
555,5301977,75
556,5301977,60
557,4580381,0
558,5301977,123
559,4580381,0
560,4580381,0
561,4580381,0
562,4580381,0
563,4580381,0
564,5301977,12
565,5301977,78
566,5301977,47
567,4580381,0
568,5301977,18
569,4580381,0
570,5301977,12
571,5301977,6
572,5301977,15
573,5301977,360
574,5301977,124
575,5301977,240
576,5301977,560
577,5301977,24
578,4580381,0
579,5301977,124
580,5301977,32
581,5301977,40
582,4580381,0
583,5301977,24
584,4580381,0
585,4580381,0
586,4580381,0
587,5301977,125
588,4580381,0
589,5301977,24
590,5301977,160
591,5301977,33
592,4580381,0
593,4580381,0
594,5301977,900
595,4580381,0
596,4580381,0
597,4580381,0
598,5301977,12
599,5301977,24
600,5301977,15
601,4580381,0
602,4580381,0
603,4580381,0
604,5301977,75
605,5301977,62
606,5301977,32
607,4580381,0
608,4580381,0
609,5301977,150
610,5301977,44
611,5301977,2706
612,5301977,40
613,5301977,210
614,4580381,0
615,4580381,0
616,4580381,0
617,4580381,0
618,4580381,0
619,4580381,0
620,5301977,9
621,4580381,0
622,5301977,12
623,4580381,0
624,5301977,24
625,5301977,40
626,5301977,32
627,4580381,0
628,5301977,120
629,4580381,0
630,5301977,30
631,5301977,24
632,4580381,0
633,5301977,6
634,4580381,0
635,5301977,12
636,4580381,0
637,5301977,6
638,4580381,0
639,5301977,72
640,5301977,12
641,5301977,40
642,5301977,75
643,4580381,0
644,5301977,39
645,5301977,30
646,5301977,24
647,4580381,0
648,5301977,32
649,4580381,0
650,4580381,0
651,4580381,0
652,4580381,0
653,5301977,100
654,5301977,24
